Unnamed: 0,brand,model_name,screen_size,ram,rom,cams,sim_type,battary,current_price,previous_price,sale_percentage,product_rating,seller_name,seller_score,seller_followers,Reviews
216,Oppo,A58 ,6.72,6.0,128.0,50MP + 2MP + 8MP,Dual,5000.0,114.0,2420.0,29%,5.0,Minestar,86%,1002,[ (5 out of 5) I adore it ]
217,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,
219,Samsung,Galaxy M14 5G ,6.6,6.0,128.0,50MP + 2MP + 2MP + 13MP,Dual,6000.0,136.0,2720.0,25%,3.0,KM KENYA ELECTRONICS,80%,1467,No reviews
220,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,130.0,2720.0,28%,5.0,SmartNets Enterprises,74%,249,[ (5 out of 5) Good ]
221,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,
223,Infinix,Note 30 4G ,6.66,8.0,256.0,64MP + 16MP,Dual,5000.0,127.0,2652.0,28%,4.5,Tech Traders,86%,722,[ (4 out of 5) I live it ]
224,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,128.0,2720.0,29%,4.5,Minestar,86%,1002,No reviews
225,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,52.0,830.0,5%,4.1,Minestar,86%,1002,No reviews
226,Oppo,A58 ,6.72,6.0,128.0,50MP + 2MP + 8MP,Dual,0.0,113.0,2040.0,17%,5.0,Amira Store,100%,219,No reviews
227,Tecno,CAMON 20 ,,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,128.0,2720.0,29%,4.0,Minestar,86%,1002,No reviews
228,Tecno,T402 Triple SIM Cards ,1.77,,,0.3MP,Triple,0.0,12.0,197.0,9%,3.5,Catey Enterprises,74%,111,"[ (5 out of 5) I like it ], [ (5 out of 5) Liked iy ], [ (1 out of 5) Good ], [ (3 out of 5) fmwariri9gmail.com ]"
229,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,
236,Oppo,A17K ,6.56,3.0,64.0,,Dual,5000.0,75.0,1292.0,13%,0.0,Amira Store,100%,219,No reviews
237,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,
249,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,129.0,2720.0,29%,5.0,SmartNets Enterprises,74%,249,No reviews
250,,,,,,,,,,,,,,,,
251,Tecno,T402 Triple SIM Cards Memory Card Slot Wireless FM Radio ,,,,0.3MP,Triple,0.0,12.0,227.0,21%,5.0,world star254 mobile accessories,80%,41,[ (5 out of 5) I like it ]
252,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,
256,Samsung,Galaxy A14 4G ,6.6,4.0,64.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,91.0,1904.0,28%,0.0,Samsung Ecco World -,100%,177,No reviews
257,,,,,,,,,,,,,,,,
258,Samsung,Galaxy A04 ,6.5,4.0,64.0,5MP,Dual,5000.0,76.0,1428.0,20%,0.0,Samsung Ecco World -,100%,177,No reviews
259,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,
273,Tecno,Spark 10C ,6.6,8.0,128.0,16MP + 2MP,Dual,5000.0,79.0,1768.0,33%,4.0,Minestar,86%,1002,No reviews
274,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,
280,Samsung,SM B310 ,2.0inch,,,,Dual,800.0,13.0,272.0,30%,3.0,DENNO TECH,86%,10,[ (1 out of 5) not worth it ]
281,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,
283,Samsung,Galaxy A14 ,6.6,4.0,128.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,104.0,2720.0,43%,0.0,Sysnex,86%,27,No reviews
284,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,
286,Samsung,Galaxy A04e ,6.5,3.0,32.0,13MP + 2MP + 5MP,Dual,,65.0,972.0,1%,5.0,Minestar,86%,1002,No reviews
287,Infinix,Smart 7 HD ,6.6,6.0,64.0,8MP + 5MP,Dual,5000.0,56.0,1020.0,17%,3.9,BIG VIEW,100%,68,No reviews
288,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,
293,Tecno,CAMON 20 Pro ,6.67,8.0,256.0,32MP + 64MP,Dual,5000.0,163.0,2720.0,10%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
294,Realme,C55 ,6.72,8.0,256.0,64MP,Dual,5000.0,122.0,2040.0,10%,5.0,CELLINY COLLECTIONS,74%,967,[ (5 out of 5) I like it ]
295,Vivo,Y16 ,6.51,4.0,64.0,5MP + 13MP,Dual,,80.0,1360.0,11%,0.0,TechMart Kenya,100%,119,No reviews
296,Nokia,C32 ,6.5,7.0,64.0,50MP + 2MP + 8MP,Dual,0.0,83.0,1360.0,8%,0.0,Minestar,86%,1002,No reviews
297,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,
299,XIAOMI,Redmi A2 ,6.52,3.0,64.0,8MP + 5MP,Dual,5000.0,61.0,1088.0,16%,0.0,XIAOMI KE,100%,9268,No reviews
300,Samsung,Galaxy A24 4G ,6.5,6.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,149.0,2244.0,0,4.0,Iconcept mobile,94%,103,No reviews
301,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,
304,Sowhat,Find 40 ,6.6,2.0,32.0,5MP + 13MP,Dual,4000.0,38.0,748.0,23%,1.0,Sowhat Mobiles,80%,4,[ (1 out of 5) Disappointed with the return process ]
305,,,,,,,,,,,,,,,,
306,Oppo,A17K ,6.56,3.0,64.0,8MP + 2MP + 5MP,Dual,5000.0,77.0,1360.0,15%,5.0,Minestar,86%,1002,No reviews
307,Tecno,Spark 10 Pro ,6.8,16.0,128.0,,Dual,0.0,102.0,1700.0,10%,4.0,NGALA STORE,94%,123,No reviews
308,,,,,,,,,,,,,,,,
309,Samsung,Galaxy A04 ,6.5,4.0,64.0,5MP,Dual,5000.0,76.0,1428.0,20%,0.0,Samsung Ecco World -,100%,177,No reviews
310,,,,,,,,,,,,,,,,
311,Samsung,Galaxy A23 ,6.6,8.0,128.0,50MP + 5MP + 2MP + 2MP + 8MP,Dual,5000.0,153.0,2720.0,15%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
312,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,
316,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,52.0,830.0,5%,4.5,Minestar,86%,1002,No reviews
317,,,,,,,,,,,,,,,,
318,Oppo,A17K ,6.56,3.0,64.0,8MP + 2MP + 5MP,Dual,5000.0,77.0,1387.0,17%,4.5,Minestar,86%,1002,No reviews
319,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,
327,Samsung,Galaxy F14 5G ,6.6,6.0,128.0,13MP + 50MP + 2MP + 2MP,Dual,6000.0,140.0,2720.0,23%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
328,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,
331,Samsung,Galaxy A14 4G ,6.6,4.0,128.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,102.0,1530.0,1%,0.0,Kattason enterprise,94%,291,No reviews
332,,,,,,,,,,,,,,,,
333,Infinix,SMART 7 PLUS Type C ,6.6,9.0,64.0,13MP,Dual,6000.0,60.0,904.0,1%,4.2,Tycoon enterprises,94%,305,No reviews
334,Tecno,Spark 10 ,6.6,8.0,128.0,50MP + 8MP + 50MP,Dual,5000.0,89.0,1768.0,24%,0.0,Minestar,86%,1002,No reviews
335,,,,,,,,,,,,,,,,
336,XIAOMI,Redmi 12 ,,8.0,128.0,50MP + 0.08MP + 8MP,Dual,5000.0,104.0,1578.0,1%,0.0,Kattason enterprise,94%,291,No reviews
337,,,,,,,,,,,,,,,,
338,Oppo,A58 ,6.72,6.0,128.0,50MP + 2MP + 8MP,Dual,5000.0,121.0,2720.0,33%,0.0,Minestar,86%,1002,No reviews
339,,,,,,,,,,,,,,,,
340,Maxfone,MAX 30s ,6.55,1.0,8.0,8MP + 5MP,Dual,3750.0,31.0,537.0,13%,0.0,Modern Smartphones,86%,24,No reviews
341,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,
345,Oppo,Reno 10 5G ,6.7,8.0,256.0,64MP + 32MP + 8MP + 32MP,Dual,5000.0,246.0,5440.0,32%,0.0,Minestar,86%,1002,No reviews
346,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,
349,XIAOMI,Redmi Note 12 Pro ,6.67,8.0,128.0,108MP + 8MP + 2MP + 2MP + 16MP,Dual,5000.0,175.0,3400.0,22%,5.0,KM KENYA ELECTRONICS,80%,1467,"[ (5 out of 5) Very fast ,good camera. Just the best. ]"
350,,,,,,,,,,,,,,,,
351,XIAOMI,Redmi 12 ,6.7,8.0,256.0,,Dual,5000.0,113.0,2040.0,17%,0.0,Minestar,86%,1002,No reviews
352,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,
369,Tecno,T402 Triple SIM Cards Memory Card Slot Wireless FM Radio ,,,,0.3MP,Triple,0.0,12.0,227.0,21%,5.0,world star254 mobile accessories,80%,41,[ (5 out of 5) I like it ]
370,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,
381,Realme,C55 ,6.72,8.0,256.0,64MP,Dual,5000.0,119.0,2418.0,26%,0.0,Minestar,86%,1002,No reviews
382,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,
391,Samsung,Galaxy A14 4G ,6.6,4.0,128.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,90.0,2040.0,33%,5.0,Avenue Phones,100%,696,No reviews
392,,,,,,,,,,,,,,,,
393,Tecno,Spark 10C ,6.6,8.0,128.0,16MP + 2MP,Dual,5000.0,79.0,1768.0,33%,4.0,Minestar,86%,1002,No reviews
394,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,
397,Tecno,CAMON 20 Pro 4G Mr Doodle Edition ,6.67,16.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,160.0,3400.0,29%,0.0,Minestar,86%,1002,No reviews
398,,,,,,,,,,,,,,,,
399,Tecno,Spark 10 Pro ,6.8,8.0,128.0,32MP,Dual,5000.0,100.0,2040.0,26%,5.0,Premium Phones-,100%,407,No reviews
400,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,
403,Maxfone,MAX80 Plus ,6.52,2.0,16.0,5MP + 8MP,Dual,5075.0,35.0,680.0,22%,3.8,Modern Electronics,80%,18,No reviews
404,,,,,,,,,,,,,,,,
405,Samsung,Galaxy Note20 Ultra 5G ,6.9,12.0,128.0,,Single,0.0,378.0,6460.0,12%,0.0,The Sleek Gadgets,66%,27,No reviews
406,Tecno,Pop 7 ,6.6,2.0,64.0,5MP + 8MP,Dual,5000.0,54.0,884.0,8%,4.3,Sammark Communication,94%,1254,"[ (3 out of 5) I love it ], [ (4 out of 5) The phone is good ], [ (1 out of 5) Don't like ..... ], [ (4 out of 5) I LIKE IT ], [ (5 out of 5) Like it ]"
407,Infinix,Hot 30i ,6.56,4.0,128.0,,Dual,5000.0,79.0,1224.0,3%,3.5,NGALA STORE,94%,123,No reviews
408,Samsung,Galaxy A03 Core ,6.5,,,8MP + 5MP,Dual,5000.0,53.0,979.0,18%,4.3,Avenue Phones,100%,696,"[ (4 out of 5) Good phone ], [ (5 out of 5) samsung galaxy a03 core  ], [ (4 out of 5) review ], [ (2 out of 5) Pros and cons ], [ (4 out of 5) It's a good and affordable phone. Budget friendly ], [ (5 out of 5) Good. ], [ (4 out of 5) I like it ]"
409,,,,,,,,,,,,,,,,
410,XIAOMI,Redmi Note 12 ,6.67,4.0,128.0,50MP + 8MP + 2MP + 13MP,Dual,5000.0,115.0,2720.0,36%,4.3,KM KENYA ELECTRONICS,80%,1467,No reviews
411,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,
414,XIAOMI,Redmi Note 5A Prime Dual SIM 4G LTE Global Version Android Smart Phone ,,,,,Dual,0.0,27.0,611999993948.0,40%,0.0,Focus phone store,94%,82,No reviews
415,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,
418,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,56.0,1455.0,43%,4.3,Minestar,86%,1002,"[ (5 out of 5) i like it ], [ (2 out of 5) i dont like it ], [ (5 out of 5) Good ], [ (3 out of 5) Samsung galaxy A03 Core ], [ (1 out of 5) Deceptive advertising! ], [ (5 out of 5) All good. ]"
419,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,
423,Tecno,Pop 7 ,6.6,2.0,64.0,5MP + 8MP,Dual,5000.0,54.0,884.0,8%,5.0,Sammark Communication,94%,1254,[ (5 out of 5) absolutely fantastic ]
424,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,88.0,1700.0,22%,3.5,CELLINY COLLECTIONS,74%,967,"[ (1 out of 5) Wrong item shipped ], [ (5 out of 5) I like your items so much ]"
425,,,,,,,,,,,,,,,,
426,Samsung,Galaxy A23 ,6.6,4.0,128.0,50MP + 5MP + 2MP + 2MP + 50MP + 5MP + 2MP + 2MP + 8MP,Dual,0.0,170.0,2557.0,0,0.0,midland electronics,100%,18,No reviews
427,Infinix,Smart 7 Plus ,6.6,3.0,64.0,13MP + 5MP,Dual,6000.0,57.0,1020.0,17%,4.3,Tech Traders,86%,722,"[ (4 out of 5) I like it ???? ], [ (4 out of 5) i like it ], [ (5 out of 5) I like it ], [ (5 out of 5) I like it ], [ (5 out of 5) Great deal mommy now enjoying my gift ], [ (5 out of 5) i love it ], [ (5 out of 5) Infinix smart 7 Plus ], [ (5 out of 5) Just as odered ]"
428,Samsung,Galaxy NOTE 10 ,6.8,12.0,256.0,12MP + 12MP + 16MP + 10MP,Single,0.0,276.0,5168.0,20%,5.0,The Sleek Gadgets,66%,27,No reviews
429,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,
433,Oppo,Reno 10 5G ,6.7,8.0,256.0,,Dual,5000.0,240.0,4760.0,24%,5.0,Amira Store,100%,219,No reviews
434,XIAOMI,Redmi A2 Plus ,6.52,2.0,32.0,,Dual,5000.0,59.0,1292.0,32%,4.2,Minestar,86%,1002,No reviews
435,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,54.0,864.0,6%,4.6,Minestar,86%,1002,"[ (5 out of 5) I like it ], [ (5 out of 5) It's good ], [ (4 out of 5) samsung galaxy A03 ], [ (4 out of 5) I like it ], [ (5 out of 5) I like it ], [ (5 out of 5) Beyond my expectations it was. ], [ (5 out of 5) Phone works well. The airpods don't work well ], [ (5 out of 5) Samsung GalaxyA03 core ], [ (5 out of 5) Good ], [ (5 out of 5) Awesome ]"
436,Samsung,Galaxy S21 5G ,6.2,8.0,128.0,64MP + 12MP + 12MP + 10MP,Single,0.0,271.0,5100.0,20%,0.0,The Sleek Gadgets,66%,27,No reviews
437,,,,,,,,,,,,,,,,
438,Infinix,Hot 30i ,6.6,4.0,128.0,13MP + 8MP,Dual,5000.0,80.0,1360.0,12%,5.0,Superfly,74%,284,[ (5 out of 5) Best of the best ]
439,,,,,,,,,,,,,,,,
440,Infinix,Hot 30i ,6.56,4.0,128.0,,Dual,5000.0,78.0,1292.0,9%,0.0,NGALA STORE,94%,123,No reviews
441,,,,,,,,,,,,,,,,
442,Samsung,Galaxy A34 5G ,6.6,6.0,128.0,48MP + 8MP + 5MP + 13MP,Dual,5000.0,194.0,3400.0,14%,0.0,Superfly,74%,284,No reviews
443,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,
448,Oppo,A98 5G ,6.72,8.0,256.0,64MP + 2MP + 2MP + 32MP,Dual,5000.0,200.0,3400.0,12%,0.0,Superfly,74%,284,No reviews
449,Tecno,Spark 10 Pro ,6.8,8.0,256.0,,Dual,5000.0,116.0,1972.0,12%,0.0,Amira Store,100%,219,No reviews
450,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,
456,Oppo,A17 ,6.56,4.0,64.0,50MP + 5MP,Dual,0.0,93.0,2040.0,31%,0.0,NGALA STORE,94%,123,No reviews
457,Realme,C30s ,6.5,3.0,64.0,,Dual,5000.0,62.0,1006.0,7%,0.0,Minestar,86%,1002,No reviews
458,,,,,,,,,,,,,,,,
459,Tecno,POP 7 Pro ,6.6,11.0,64.0,5MP + 13MP,Dual,0.0,63.0,1360.0,30%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
460,,,,,,,,,,,,,,,,
461,Samsung,Galaxy S20 Plus 5G Dual SIM ,,12.0,128.0,,Dual,0.0,240.0,5440.0,34%,0.0,Scribe Stores,98%,6,No reviews
462,,,,,,,,,,,,,,,,
463,Tecno,Spark 10 Pro ,6.8,8.0,256.0,50MP + 2MP + 32MP,Dual,5000.0,113.0,2720.0,38%,5.0,Minestar,86%,1002,[ (5 out of 5) Good ]
464,Samsung,Galaxy M13 ,6.6,6.0,128.0,50MP + 5MP + 2MP + 8MP,Dual,0.0,120.0,1904.0,5%,0.0,Superfly,74%,284,No reviews
465,XIAOMI,Redmi 10C ,6.7,4.0,128.0,5MP,Dual,0.0,113.0,1700.0,1%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
466,,,,,,,,,,,,,,,,
467,Samsung,Galaxy A315 ,6.4,,,,Dual,5000.0,104.0,2108.0,26%,0.0,PAFEL MALL,50%,23,No reviews
468,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,
476,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,63.0,1156.0,18%,0.0,SmartNets Enterprises,74%,249,No reviews
477,Maxfone,MaxfoneMax 80plus 5075mAh Inbuilt battery ,6.52,2.0,16.0,5MP + 8MP,Dual,5075.0,35.0,816.0,35%,0.0,Made Familiar,54%,1,No reviews
478,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,
481,Maxfone,MAX 5X ,6.1,1.0,8.0,5MP + 5MP,Dual,3200.0,29.0,680.0,36%,0.0,Nytel Solutions,54%,131,No reviews
482,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,
492,Samsung,Galaxy A34 5G ,6.6,6.0,128.0,48MP + 8MP + 5MP + 13MP,Dual,5000.0,194.0,3400.0,14%,5.0,CELLTIC CORNER,100%,592,No reviews
493,XIAOMI,Redmi A2 Plus ,6.52,2.0,32.0,,Dual,5000.0,60.0,1292.0,30%,5.0,Minestar,86%,1002,No reviews
494,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,
497,Nokia,C32 ,6.5,7.0,64.0,50MP + 2MP + 8MP,Dual,0.0,87.0,1360.0,4%,5.0,Minestar,86%,1002,"[ (5 out of 5) Great phone ], [ (5 out of 5) I like it ], [ (5 out of 5) Nice Phone ]"
498,Samsung,Galaxy A14 4G ,6.6,4.0,128.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,90.0,2040.0,33%,4.5,Avenue Phones,100%,696,No reviews
499,XIAOMI,XIAOMI 10A ,6.53,6.0,128.0,13MP + 5MP,Dual,5000.0,77.0,1427.0,19%,0.0,IT  Solution,60%,49,No reviews
500,,,,,,,,,,,,,,,,
501,Oppo,A15s Renewed ,6.52,6.0,128.0,13MP + 2MP + 2MP + 8MP,Dual,4230.0,63.0,1360.0,30%,0.0,Badili Phones,66%,110,No reviews
502,Vivo,Y17s ,6.56,6.0,128.0,,Dual,5000.0,93.0,2040.0,31%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
503,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,
506,Tecno,Spark 10C ,6.6,12.0,128.0,16MP + 2MP,Dual,5000.0,75.0,1360.0,17%,3.8,BIG VIEW,100%,68,No reviews
507,,,,,,,,,,,,,,,,
508,Tecno,Spark 10 ,6.6,8.0,128.0,50MP + 8MP + 50MP,Dual,5000.0,90.0,1768.0,23%,4.1,Minestar,86%,1002,No reviews
509,Samsung,Galaxy A24 4G ,6.5,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,130.0,2924.0,33%,0.0,Samsung Ecco World -,100%,177,No reviews
510,Samsung,Galaxy A14 4G ,6.6,4.0,128.0,50MP + 2MP + 2MP + 13MP,Dual,5000.0,99.0,1700.0,13%,0.0,NGALA STORE,94%,123,No reviews
511,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,,,
515,Oppo,Reno10 5G ,6.7,,,,Dual,5000.0,249.0,3944.0,5%,0.0,Gaff Electronics Kenya,94%,165,No reviews
516,Tecno,Phantom V Flip 5G ,,8.0,256.0,64MP + 13MP + 32MP,Single,4000.0,316.0,6460.0,26%,0.0,Sammark Communication,94%,1254,No reviews
517,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,
519,Oppo,Reno 10 Pro 5G ,6.7,12.0,256.0,,Dual,4600.0,294.0,5440.0,19%,0.0,Amira Store,100%,219,No reviews
520,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,88.0,1700.0,22%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
521,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,
524,Samsung,Galaxy S8 ,5.8,4.0,64.0,12MP + 8MP,Single,0.0,113.0,2720.0,38%,3.7,mzazi tech hub,54%,97,"[ (4 out of 5) perfect ], [ (5 out of 5) Samsung Galaxy s8 ], [ (4 out of 5) S8 plain ], [ (4 out of 5) I like it. ]"
525,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,
542,Infinix,Smart 7 Plus ,6.6,9.0,64.0,13MP + 5MP,Dual,6000.0,62.0,1360.0,32%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
543,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,
549,XIAOMI,Redmi 12 ,6.7,8.0,256.0,,Dual,5000.0,113.0,2040.0,17%,0.0,Minestar,86%,1002,No reviews
550,,,,,,,,,,,,,,,,
551,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,127.0,2720.0,30%,0.0,Minestar,86%,1002,No reviews
552,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,
556,,,,,,,,,,,,,,,,
557,Oppo,A58 ,,6.0,128.0,0/2MP + 8MP,Dual,0.0,121.0,2040.0,11%,4.0,Superfly,74%,284,[ (4 out of 5) Phone is very good. ]
558,,,,,,,,,,,,,,,,
559,XIAOMI,Redmi Note 12 ,6.67,6.0,128.0,50MP + 8MP + 2MP,Dual,0.0,131.0,2448.0,20%,0.0,Minestar,86%,1002,No reviews
560,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,
